"Año","NOM_MUN","CVEGEO_LOC","NOMGEO_LOC","Localidad","Fuente.de.Abastecimiento","Coliformes.Totales..Ausencia.o.Presencia.100mL","E..Coli.Ausencia.o.Presencia.100mL","Arsenico.mg.L","Bario.mg.L","Cadmio..mg.L","Cobre.mg.L","Hierro..mg.L","Manganeso.mg.L","Plomo.mg.L","Zinc.mg.L","Cianuros..mg.L","Cloro.residual..mg.L","Cloruros..mg.L","Dureza.Total.mg.L","Fluoruros..mg.L","Nitratos.mg.L","Nitritos..mg.L","pH","SDT.mg.L","Sulfatos..mg.L","Cloro.Total..mg.L","Conductividad..µS.cm","Temperatura...C"
2021,"Tepeji del Río de Ocampo",NA,NA,"Localidad El Eden","Pozo 2","Presencia","ND","0.0","0.0","0.0","1.18","0.05","0.02","0.0",0.07,"0.008","0.0","17.2","199.99","0.61","3.2","0.038","6.97","207.0","38.0","0.55","725.0","26.5"
2021,"Tepeji del Río de Ocampo",NA,NA,"Localidad El Eden","Pozo 1","Presencia","ND","0.0","0.0","0.0","0.51","0.0","0.06","0.0",0.01,"0.002","0.16","36.6","288.88","0.62","1.4","0.017","6.85","196.0","45.0","0.02","465.0","25.5"
2021,"Xochicoatlán",NA,NA,"Chacalapa","Manantial Chacalapa","Presencia","Presencia","0.0","0.0","0.0","0.1","0.01","0.0","0.0",0.05,"0.003","0.18","37.1","99.99","0.87","6.1","0.02","6.52","26.1","36.1","0.0","326.0","24.6"
2022,"Mineral del Chico","130380012001A800","Las Manzanas","Manzanas Iii","Manantial Manzanas I","Presencia","Presencia","0.01","0.1","0.089","2.32","4.14","0.9","0.025",0.18,"0.014","0.09","8.1","111.11","0.0","1.9","0.053","6.48","137.0","0.0","0.1","257.0","28.0"
2022,"Mineral del Chico","130380012001A800","Las Manzanas","Manzanas Iii","Manantial Manzanas I","Presencia","Presencia","0.01","0.1","0.089","2.32","4.14","0.9","0.025",0.18,"0.014","0.09","8.1","111.11","0.0","1.9","0.053","6.48","137.0","0.0","0.1","257.0","29.0"
2022,"Mineral del Chico","130380012001A800","Las Manzanas","Manzanas Iii","Manantial Manzanas II","Presencia","Presencia","0.0","0.0","0.034","0.12","0.04","0.01","0.022",0.04,"0.0","0.06","7.6","68.88","0.0","0.8","0.0","6.6","98.5","0.0","0.09","163.2","17.9"
2022,"Mineral del Chico","130380012001A800","Las Manzanas","Manzanas Iii","Manantial Manzanas II","Presencia","Presencia","0.0","0.0","0.034","0.12","0.04","0.01","0.022",0.04,"0.0","0.06","7.6","68.88","0.0","0.8","0.0","6.6","98.5","0.0","0.09","163.2","17.9"
2022,"San Felipe Orizatlán",NA,NA,"Manzanas Iii","Manantial Manzanas I","Presencia","Presencia","0.01","0.01","0.0089","2.32","4.14","0.9","0.025",0.18,"0.014","0.09","8.1","111.11","0.0","1.9","0.053","6.48","137.0","0.0","0.1","257.0","20.09"
2022,"Santiago Tulantepec de Lugo Guerrero",NA,NA,"Plan De Ayala","Venero Plan de Ayala","Presencia","Presencia","0.0","0.0","0.0","0.13","0.05","0.0","0.0",0.03,"0.0","0.06","43.1","104.44","0.26","0.9","0.007","6.96","16.0","4.0","0.02","564.0","NR"
2022,"Santiago Tulantepec de Lugo Guerrero",NA,NA,"Plan De Ayala","Venero Plan de Ayala","Presencia","Presencia","0.0","0.0","0.0","0.13","0.05","0.0","0.0",0.03,"0.0","0.06","104.44","0.26","0.26","0.9","0.007","6.96","16.0","4.0","0.02","564.0","21.6"
2023,"Ixmiquilpan",NA,NA,"Barrio Fitzhi","Pozo Fitzhi","Presencia","Ausencia","0.0","0.0","0.0","0.6","1.78","0.0","0.0",0.04,"0.003","0.15","95.6","235.55","0.27","0.6","0.004","6.88","794.0","120.0","0.0","1639.0","20.9"
2023,"Tecozautla",NA,NA,"Barrio Morales","Pozo Corrales","Presencia","Ausencia","0.0","0.0","0.0","1.09","0.0","0.0","0.0",0.04,"0.0","0.65","17.9","108.88","0.36","3.3","0.002","8.2","83.1","45.0","0.6","623.0","27.6"
2023,"Tecozautla",NA,NA,"Col. 20 De Noviembre","Pozo 20 de Noviembre","Presencia","Ausencia","0.0","0.0","0.0","1.07","0.0","0.0","0.0",0.07,"0.0","0.25","6.4","68.88","0.47","2.2","0.001","7.91","62.3","15.0","0.55","337.0","34.6"
